source,target
94389,94347
94399,19978
94409,123574
94415,123545
94420,123515
94424,124886
94426,123449
94489,34548
94509,36656
94514,123274
94519,123251
94524,123176
94524,123220
94535,180171
94542,689
94547,18522
94552,123083
94558,123062
94562,123032
94567,18522
94571,88945
94576,19571
94581,122943
94588,56120
94593,18522
94603,689
94609,689
94627,56120
94631,122806
94633,122767
94638,36656
94641,18522
94645,150728
94650,72760
94656,19571
94661,124748
94668,56120
94672,122597
94677,62893
94681,18522
94685,124728
94690,6678
94696,122499
94701,122480
94705,122474
94725,124720
94732,122464
94740,122454
94745,122440
94752,34548
94756,42493
94763,36656
94769,122385
94774,36656
94778,88945
94782,99563
94795,34985
94795,34632
94795,45185
94795,169784
94809,56120
94814,122332
94820,16949861
94824,16949861
94827,88945
94832,72760
94839,124667
94847,34548
94852,122216
94857,25456
94881,88945
94886,122074
94889,19590
94894,121966
94898,121877
94901,88945
94903,121796
94907,689
94907,121777
94911,121588
94914,18522
94918,121460
94921,121394
94924,72760
94928,121228
94933,19590
94937,120896
94941,72760
94946,120656
94947,120697
94950,120622
94959,124504
94962,120499
94965,34548
94967,120333
94971,124478
94972,120221
94974,120103
94977,120036
94980,119928
94982,119851
94984,88945
94988,150592
94991,689
94994,19590
94998,119486
95000,2500
95002,19590
95005,119298
95029,119263
95030,119233
95032,119161
95033,119143
95035,119125
95038,56120
95039,119054
95040,119008
95043,118942
95046,118899
95050,689
95052,36656
95053,118339
95055,28790176
95056,118278
95059,118225
95060,118205
95064,118157
95066,118112
95068,118057
95069,72760
95071,117993
95073,88945
95075,117921
95076,88945
95079,117835
95080,18522
95085,36656
95087,36656
95089,34548
95090,117629
95092,117608
95094,36656
95096,117502
95098,117455
95099,18859
95101,117388
95103,72760
95107,117314
95109,18522
95112,117218
95113,117208
95116,117124
95118,34548
95120,117062
95122,36656
95123,88945
95127,34846
95144,28830
95157,26743
95176,26779
95187,35502
95198,47210
95214,5955
95224,24399351
95230,161935
95240,18955875
95260,18838
95272,35530
95283,95797
95283,95315
95283,96385
95283,96582
95303,95857
95323,69402
95346,5254
95359,39879893
95363,26748
95381,94052
95391,93886
95406,52170
95419,95381
95429,308
95435,123406
95439,123393
95443,34548
95447,18522
95451,36656
95454,123324
95465,44027
95478,74959
95483,116293
95484,116259
95486,116183
95488,150509
95490,150503
95491,150498
95493,150496
95495,116029
95497,115957
95498,44591
95499,115906
95501,95505
95511,115454
95515,115441
95524,115430
95529,16846
95535,115410
95541,18522
95544,88945
95550,115363
95557,72760
95564,689
95568,72760
95573,689
95578,34548
95582,16846
95585,115213
95585,115265
95590,18522
95594,115147
95598,115126
95601,31108412
95606,72760
95611,115103
95616,115094
95620,56120
95623,88945
95627,72760
95633,115031
95638,34548
95643,689
95647,16716
95651,56120
95655,16716
95659,114936
95662,114913
95666,689
95670,114865
95673,39208
95675,150444
95678,114814
95683,18522
95687,36656
95691,689
95693,88945
95697,16716
95701,56120
95704,114654
95707,16716
95712,114606
95716,114589
95720,72760
95724,114555
95728,56120
95731,16716
95734,114496
95738,51509
95741,72760
95744,114423
95748,114402
95752,37654
95786,106304
95805,18948337
95815,128608
95841,95297
95857,84369
95877,5211
95902,34548
95904,72760
95907,114339
95915,1064
95932,114300
95935,689
95939,1298
95947,32035
95956,114199
95959,114153
95961,72760
95964,88945
95968,26810748
95971,56120
95975,150413
95978,114007
95980,113985
95983,56120
95986,56120
95988,150410
95993,689
95995,72760
95999,113826
96002,88945
96005,88945
96008,689
96011,112978
96014,112947
96016,112904
96021,112884
96024,112853
96027,26810748
96029,112806
96032,72760
96034,49779
96043,88945
96052,36656
96055,112673
96058,112661
96062,112639
96066,112625
96070,36656
96075,56120
96080,18522
96085,21883857
96089,112512
96095,18522
96098,112448
96102,112413
96104,72760
96108,36656
96112,689
96115,112321
96120,112295
96123,689
96126,21883857
96130,34548
96134,112196
96139,112161
96143,72760
96147,36656
96151,18522
96154,112046
96158,112015
96161,111994
96166,111946
96168,111930
96172,56120
96174,111863
96177,14849
96184,111797
96187,111783
96191,689
96195,14849
96198,18522
96201,111644
96204,88945
96208,111595
96211,689
96216,56120
96220,110966
96220,111496
96222,88945
96225,111367
96227,111356
96232,111331
96236,34548
96240,689
96243,111241
96247,111202
96250,18522
96254,72760
96258,111127
96260,72760
96268,110956
96268,111000
96268,111050
96275,110912
96279,110889
96287,689
96289,110823
96303,72760
96308,110770
96314,110757
96321,56120
96326,18522
96331,689
96336,34548
96341,36656
96347,36656
96354,34548
96357,110613
96383,47515
96415,13270
96423,9228
96431,10597
96467,33898
96488,95948
96517,18842359
96552,4699587
96584,68915
96598,111458
96622,21883824
96639,51354
96642,175354
96648,98565
96668,48830
96675,110437
96680,689
96684,110404
96688,18522
96694,110376
96698,110362
96703,110349
96708,110330
96713,36656
96720,88945
96725,110292
96729,18522
96735,110250
96739,110245
96744,689
96749,36656
96754,36656
96758,18522
96763,34548
96767,110150
96769,110148
96774,36656
96778,36656
96782,48830
96786,88945
96791,110031
96794,48830
96798,18522
96802,48830
96806,88945
96810,23416994
96813,72760
96817,109920
96822,34548
96826,109888
96830,72760
96835,18522
96871,34545
96875,65358
96883,4764461
96903,91889
96903,91931
96910,9476
96921,97072
96938,752
96946,108682
96950,34548
96953,72760
96957,37787
96960,34548
96967,36656
96970,108596
96977,689
96980,18522
96983,72760
96987,36656
96990,108521
96994,689
96997,689
97000,56120
97005,108430
97008,88945
97011,72760
97014,18522
97017,36656
97027,50771
97049,69035
97059,772
97063,54444
97071,51353
97074,51354
97077,19616384
97077,2112
97077,3364
97077,42127
97077,50627
97077,42253
97077,80754
97077,69566
97077,48253
97077,87599
97077,14173
97077,19513
97077,171905
97077,18720
97077,104509
97077,22145
97077,51423
97077,44576
97077,40324
97077,39789
97077,37291
97077,30448
97077,32339
97079,5921
97089,96143
97089,93125
97089,97470
97089,96097
97089,91699
97089,97424
97092,1273
97099,19230789
97105,23294
97125,97120
97147,18951490
97158,34598
97170,40173
97187,5042765
97206,34635
97218,82195
97232,97233
97254,91086
97279,46595
97315,97316
97340,48856
97367,35502
97370,52180
97377,35845
97386,8504
97412,4848
97417,52177
97421,1930
97423,107314
97426,97435
97429,107273
97432,107254
97435,99412
97438,689
97440,18618239
97444,34548
97447,1930
97451,36656
97455,689
97457,18618239
97461,107073
97464,1930
97466,88945
97470,34548
97472,18618239
97475,116604
97478,689
97481,18522
97485,106918
97488,51509
97492,72760
97496,106855
97498,701
97501,56120
97509,7965465
97518,25507
97546,34632
97582,34557
97590,13770
97602,48235
97639,21555729
97644,52432
97654,72760
97658,115824
97661,115809
97665,115777
97668,23623
97672,115739
97677,115709
97681,72760
97686,115666
97689,72760
97693,56120
97695,23623
97699,23623
97703,115557
97706,23623
97710,115526
97715,56120
97719,689
97733,6187
97765,61702
97771,19191789
97771,51017
97782,9316
97817,156938
97819,34839
97825,113112
97827,92531
97913,664
98012,34788
98030,45856
98039,34664
98047,34982
98053,2194
98076,36287
98088,20423
98118,97826
98120,158340
98152,43245
98185,9228
98216,32203
98228,18723138
98236,91923
98271,1008588
98292,56108
98307,34556
98326,170104
98344,97044
98351,48064
98356,38181
98363,20155
98369,160804
98377,62639
98394,22954
98414,5042765
98471,21296224
98506,23245410
98513,29812
98531,34905
98538,48503
98553,27936
98569,18955875
98580,645042
98591,140958
98597,4764461
98615,166931
98628,21291954
98640,142340
98651,34670
98657,7599
98676,42626
98753,3434750
98768,43254
98791,173887
98904,21581
98917,3354
98923,8355
98927,99425
98935,2983
98957,7587
98965,645042
98969,26667
98976,17416221
98991,19404136
98996,35025
99000,6889
99014,99013
99017,23245410
99020,62266
99028,34659
99028,186175
99032,61702
99036,9239
99047,128608
99078,69894
99147,95310
99148,81993
99158,19937
99166,98051
99166,23831
99175,99170
99185,5187
99199,9316
99206,34965
99211,13782
99216,182000
99221,18048
99227,17895
99239,108693
99260,34569
99271,128608
99283,6889
99288,6889
99304,60098
99312,6889
99328,36546
99340,3434750
99358,49417
99386,36213
99402,25825
99405,30344
99412,97366
99420,24517
99425,101321
99434,27009
99442,12108
99452,34739
99460,45328
99469,24230
99478,38691
99491,5826
99494,12397
99498,26751
99520,19009110
99543,34751
99553,100369
99553,100220
99553,21492878
99565,99566
99582,99583
99602,99504
99614,3708
99629,34601
99647,18933277
99658,34992
99665,1752
99668,25840
99684,46310
99695,3372377
99710,52726
99721,14914
99741,94858
99761,39445
99769,2243595
99791,94858
99804,99801
99813,15651
99835,57070
99858,34640
99866,24185
99881,103075
99886,34548
99891,34548
99896,34548
99916,34753
99920,9316
99945,19447
99954,99959
99960,904
99965,64806
99965,83971
99965,20266
99965,34147
99981,148021
99988,4764461
99995,9316
100001,21830
100013,98934
100058,5363
100066,101012
100066,101068
100066,101122
100070,103220
100070,103292
100070,103408
100070,103473
100071,101783
100074,102023
100075,102146
100077,14875
100089,16016
100095,768413
100099,20646470
100115,166594
100124,100130
100130,33306
100132,100130
100151,44159
100151,47962
100151,50076
100161,140622
100174,9316
100188,68430
100203,25507
100223,99576
100230,13543
100245,8126
100267,60793
100283,5760
100296,18933271
100296,27990
100303,52119
100303,144569
100306,740
100332,100333
100347,9209651
100368,13533
100377,23588
100383,93765
100390,35502
100400,28523
100413,29490
100434,65378
100446,44251
100467,99471
100491,102024
100510,34712
100530,34794
100547,22989
100569,13543
100582,128608
100597,97840
100622,27126
100640,37402
100669,32090
100691,5407
100710,44760
100727,47623
100735,38651
100735,34789
100735,34656
100735,143605
100735,42558
100764,32961
100783,5042916
100801,57070
100806,57070
100813,57070
100830,59208
100840,64879
100866,34724
100917,154110
100936,34551
100943,7485
100964,176584
100979,4689264
100996,4689264
101014,4689264
101031,4689264
101048,21654
101068,27862
101084,27862
101100,27862
101118,4689264
101135,6354
101148,34966
101149,167744
101158,6889
101163,6889
101169,6889
101179,57070
101195,5391
101213,34548
101217,18820
101289,45233
101339,19624
101349,34658
101358,4942
101365,34703
101379,57841
101388,68274
101393,49813
101401,21555729
101421,23511
101460,34726
101460,10781
101460,34244
101563,5222
101580,156732
101596,34557
101600,22989
101617,99839
101628,36268
101640,19824126
101646,50333
101666,118478
101681,34697
101705,16808
101753,35515
101774,4689264
101790,29944
101812,32399
101835,4689264
101846,24408
101863,7921
101882,41188263
101891,18879
101900,52875
101905,14579
101918,3392
101930,1004
101944,324
101970,1525
101984,24176
102017,4689264
102036,35079
102054,25532
102072,21148
102087,44706
102096,10049
102119,4689264
102137,16192
102163,4689264
102182,1181
102198,38657
102213,6678
102231,34866
102245,128387
102264,23741
102266,34751
102286,11119
102293,8569916
102298,137007
102317,14708
102324,6439
102337,34725
102337,34669
102337,154178
102355,34659
102374,104797
102392,308
102400,161395
102414,34583
102414,57021
102421,9209651
102445,73257
102459,17752
102476,43487
102485,157401
102495,67025
102510,88945
102518,147320
102518,48112
102518,164477
102521,154332
102530,18934432
102559,1466
102567,34636
102579,15573
102592,20913980
102605,23627
102637,99545
102662,26787
102682,34774
102685,763013
102690,763013
102698,179375
102739,34903
102751,91765
102752,3434750
102789,12242
102796,18213
102806,21491685
102811,34573
102848,14179
102867,19166474
102874,58520
102897,34752
102910,34661
102910,170020
102918,142223
102945,24158
102957,624
102961,28764
102976,76511
102989,34777
102994,3434750
103020,34945
103033,61702
103043,34690
103047,20713
103060,149206
103064,186058
103076,21726
103084,3434750
103113,3607937
103123,11582
103131,5334607
103133,103339
103155,14532
103163,147575
103174,38662
103177,3434750
103183,40091
103188,34709
103191,23203
103209,4689264
103231,59051
103247,23707
103258,1004
103271,4689264
103293,97275
103315,4689264
103324,19827221
103338,9316
103346,33127
103361,99078
103363,147835
103367,8005
103394,4689264
103422,34847
103442,34865
103462,4689264
103493,4689264
103521,76511
103554,34866
103596,103361
103615,58646
103695,50050
103735,128608
103740,128608
103745,128608
103759,17238662
103798,13586
103902,15368428
103932,154784
103944,24297063
103944,63752
103944,10091
103944,12460
103944,68110
103944,50047
103944,70807
103948,15794
103976,102485
104102,101249
104118,68419
104139,34637
104202,37323
104444,31184
104463,87372
104476,34847
104482,104485
104509,1519
104530,20171
104545,18522
104551,18522
104556,18522
104561,18522
104566,18522
104572,18522
104577,18522
104582,6889
104587,6889
104592,6889
104597,6889
104602,6889
104607,6889
104612,104624
104618,77379
104623,72760
104629,77379
104634,77384
104639,77384
104650,64956
104658,15935
104663,56120
104668,56120
104673,56120
104678,56120
104683,56120
104688,56120
104694,77365
104698,77365
104704,77837
104709,77838
104714,77841
104718,6187
104722,128608
104727,128608
104732,128608
104737,128608
104742,128608
104748,128608
104754,128608
104760,128608
104767,128608
104773,128608
104779,128608
104784,34592
104788,57070
104796,88945
104803,34548
104808,34548
104813,57070
104820,57070
104827,57070
104833,80771
104838,34548
104843,34548
104848,34548
104853,34548
104858,34649
104858,34648
104858,3455
104858,10707
104858,3607937
104858,20026306
104858,104809
104864,80782
104869,80783
104874,80784
104881,80784
104887,80787
104894,18522
104899,689
104904,689
104910,689
104919,6889
104924,6889
104933,34662
104938,34945
104944,18448
104954,21445
104960,35528
104962,28407
104983,147012
104985,82254
104986,1027
104998,3434750
105012,54031
105028,76944
105035,19617
105045,18571
105059,144777
105078,72760
105083,72760
105088,72760
105093,72760
105100,34548
105105,34548
105111,34548
105116,34781
105122,72760
105127,88945
105132,88945
105137,88945
105142,88945
105148,72760
105153,72760
105158,72760
105164,6889
105169,6889
105174,6889
105179,6889
105184,57070
105190,57070
105200,8612
105204,18522
105209,18522
105215,87462
105222,18522
105235,689
105245,34548
105257,34556
105264,88945
105271,6889
105276,88945
105281,88945
105286,88945
105291,88945
105297,18522
105303,18522
105309,38622
105324,11867
105343,47628
105344,185156
105349,3970
105362,53392
105379,105392
105402,52982
105412,40317
105442,72760
105447,72760
105452,72760
105457,72760
105462,72760
105467,72760
105472,72760
105477,72760
105482,72760
105487,72760
105492,72760
105497,72760
105504,57070
105509,57070
105515,57070
105520,57070
105525,57070
105530,57070
105535,57070
105540,57070
105545,57070
105550,57070
105555,57070
105562,57070
105567,57070
105572,57070
105578,56120
105583,56120
105587,10991
105592,689
105597,689
105602,56120
105607,57070
105613,18522
105618,6889
105623,34662
105627,689
105632,87491
105637,689
105642,689
105647,689
105658,89229
105674,34548
105679,128608
105687,689
105693,72760
105700,6889
105705,88945
105713,57070
105719,18522
105726,34548
105731,128608
105736,88945
105742,56120
105747,57070
105753,57070
105761,18522
105776,34664
105776,11787
105776,181998
105776,88887
105784,23417070
105805,38607
105816,34762
105825,34549
105832,19514
105846,69677
105860,1904053
105875,175217
105884,38617
105897,10882
105898,8073
105906,45883
105927,7045
105931,95272
105941,13509
105952,13257
105963,175837
105968,46688
105977,34699
105980,1629
105987,34751
105994,38748
106000,34637
106002,85451
106004,5488304
106013,14187
106026,183308
106029,18978770
106071,106066
106093,34756
106104,7954867
106127,19283852
106132,153264
106164,33306
106183,1170
106198,79398
106230,34726
106232,146885
106260,23041
106284,19600416
106296,19725260
106309,3995
106335,23245556
106340,35714
106346,34598
106358,22989
106364,6122
106367,18957
106374,34551
106376,4689264
106382,113326
106395,16095
106407,689
106409,32442
106424,36163
106440,21785
106450,147645
106473,18494
106495,42454
106509,18987
106529,48701
106540,34707
106556,56120
106561,56120
106566,56120
106571,56120
106576,56120
106581,56120
106586,56120
106591,56120
106596,56120
106601,128608
106606,128608
106611,10205525
106616,18522
106621,18522
106626,18522
106631,18522
106636,6889
106641,6889
106646,6889
106651,6889
106656,34548
106660,57070
106665,57070
106670,57070
106675,57070
106680,57070
106685,57070
106690,57070
106696,57070
106701,57070
106706,72760
106711,72760
106716,72760
106721,72760
106726,72760
106731,72760
106746,87957
106751,87957
106757,87957
106762,87957
106767,128608
106772,128608
106777,128608
106782,128608
106787,128608
106792,689
106797,689
106803,689
106808,97502
106813,97501
106818,97501
106823,689
106828,689
106833,689
106838,689
106843,128608
106848,128608
106853,128608
106858,128608
106864,128608
106869,128608
106874,128608
106880,128608
106885,128608
106890,128608
106895,128608
106900,128608
106905,128608
106910,18522
106915,18522
106920,18522
106925,61998
106930,97484
106935,97484
106940,97483
106945,97483
106950,34548
106956,34548
106960,72760
106965,72760
106970,72760
106975,72760
106980,72760
106985,72760
106990,72760
106995,72760
107000,72760
107005,72760
107010,72760
107016,72760
107021,72760
107026,72760
107031,72760
107036,72760
107041,72760
107046,72760
107051,72760
107057,72760
107062,72760
107067,72760
107072,72760
107077,72760
107082,72760
107087,72760
107092,72760
107097,72760
107102,72760
107107,72760
107112,72760
107118,72760
107123,72760
107128,72760
107133,72760
107138,72760
107143,72760
107148,72760
107153,72760
107158,72760
107164,72760
107169,72760
107174,72760
107179,72760
107184,72760
107189,72760
107194,72760
107199,72760
107204,72760
107209,72760
107214,72760
107219,72760
107224,72760
107229,72760
107234,72760
107239,72760
107244,72760
107249,72760
107254,72760
107259,72760
107264,72760
107269,72760
107274,88945
107279,88945
107284,88945
107289,88945
107294,88945
107299,88945
107304,88945
107309,88945
107314,88945
107319,88945
107324,88945
107329,88945
107334,18522
107339,56120
107344,6889
107349,689
107354,79758
107359,689
107364,34548
107369,34548
107374,34548
107378,57070
107383,88945
107388,88945
107393,88945
107398,88945
107403,88945
107408,128608
107413,128608
107418,128608
107423,56120
107428,6889
107433,6889
107438,689
107443,689
107448,689
107453,689
107458,689
107463,689
107467,56120
107472,56120
107477,6889
107482,6889
107487,6889
107492,689
107497,689
107502,689
107507,689
107511,57070
107516,57070
107521,88945
107526,88945
107531,88945
107536,88945
107541,88945
107546,88945
107551,88945
107556,88945
107561,88945
107566,88945
107571,88945
107576,72760
107581,72760
107586,128608
107591,18522
107596,79734
107601,79734
107606,79734
107611,34548
107615,128608
107619,6889
107623,57070
107628,57070
107633,57070
107638,57070
107643,57070
107649,57070
107655,57070
107660,57070
107665,57070
107670,57070
107675,57070
107680,57070
107685,57070
107690,57070
107695,57070
107700,57070
107705,57070
107710,88945
107715,72760
107720,128608
107725,128608
107730,128608
107735,18522
107740,56120
107745,6889
107750,6889
107755,689
107760,689
107765,34548
107770,34548
107775,34548
107780,34548
107784,57070
107789,57070
107794,88945
107800,88945
107805,72760
107810,72760
107816,56120
107821,56120
107826,56120
107832,56120
107837,34601
107841,34548
107845,128608
107850,128608
107855,88945
107861,6889
107866,128608
107871,128608
107876,128608
107882,6889
107887,82034
107892,128608
107896,88945
107901,72760
107906,72760
107911,72760
107916,34548
107921,34548
107926,34548
107931,34548
107936,34548
107942,34570
107946,128608
107951,128608
107956,128608
107961,128608
107966,128608
107971,128608
107976,128608
107981,18522
107987,689
107992,689
107997,689
108003,689
108008,689
108013,689
108019,34548
108024,34548
108029,34548
108034,34548
108039,72760
108044,72760
108049,72760
108054,72760
108059,72760
108064,72760
108069,72760
108074,72760
108079,72760
108084,72760
108091,72760
108096,82059
108101,82063
108106,82063
108111,82063
108116,82063
108121,128608
108127,34548
108132,34548
108137,34548
108141,88945
108146,88945
108151,88945
108156,25200461
108162,25200461
108167,25200461
108172,128608
108177,128608
108182,128608
108187,128608
108192,128608
108197,18522
108202,18522
108207,18522
108212,18522
108217,18522
108222,57070
108227,72760
108232,72760
108237,72760
108243,51509
108248,6889
108253,6889
108257,27990
108262,72760
108267,72760
108272,72760
108277,128608
108282,18522
108287,56120
108292,56120
108298,34548
108302,57070
108307,57070
108312,88945
108317,88945
108322,88945
108327,72760
108332,72760
108337,72760
108342,72760
108347,128608
108352,56120
108357,56120
108362,56120
108367,56120
108372,57070
108377,57070
108382,57070
108388,57070
108393,57070
108398,57070
108403,57070
108408,88945
108413,88945
108418,88945
108423,88945
108428,88945
108433,88945
108438,88945
108443,88945
108448,88945
108453,88945
108458,88945
108463,88945
108468,88945
108473,88945
108478,88945
108485,34604
108486,88945
108491,88945
108497,88945
108502,88945
108507,88945
108512,88945
108517,88945
108522,88945
108527,88945
108532,88945
108538,88945
108543,88945
108548,88945
108553,88945
108558,88945
108563,88945
108568,88945
108573,88945
108578,88945
108583,88945
108588,88945
108593,88945
108598,88945
108603,88945
108608,88945
108613,88945
108618,88945
108623,88945
108628,88945
108633,88945
108638,88945
108643,88945
108648,88945
108653,96949
108658,96948
108663,57070
108668,57070
108673,57070
108678,57070
108683,57070
108688,57070
108693,88945
108698,88945
108703,88945
108708,88945
108713,72760
108718,72760
108724,6889
108729,6889
108734,6889
108739,72760
108745,689
108750,689
108755,689
108760,689
108765,689
108770,689
108775,689
108780,689
108785,689
108790,689
108795,689
108800,689
108805,689
108810,689
108815,689
108820,689
108825,72760
108830,72760
108835,72760
108840,88945
108845,88945
108850,88945
108855,88945
108860,88945
108865,88945
108870,88945
108875,88945
108880,88945
108885,72760
108890,72760
108895,72760
108901,72760
108906,72760
108911,72760
108916,72760
108921,128608
108926,128608
108931,128608
108936,72760
108941,72760
108946,72760
108951,72760
108956,91363
108957,56120
108961,72760
108966,72760
108971,72760
108976,72760
108981,72760
108986,72760
108991,128608
108997,56120
109002,72008
109007,72008
109012,56120
109017,57070
109023,57070
109029,18522
109036,34548
109041,128608
109047,689
109052,72760
109059,689
109064,72760
109070,6889
109075,88945
109081,56120
109086,57070
109092,689
109097,689
109103,689
109108,689
109113,689
109118,689
109123,6889
109128,6889
109133,57070
109138,57070
109143,57070
109148,57070
109153,57070
109158,57070
109164,57070
109169,57070
109174,57070
109179,57070
109185,689
109190,689
109196,689
109202,689
109207,689
109212,689
109217,689
109221,57070
109226,57070
109232,57070
109237,57070
109242,57070
109247,57070
109252,57070
109257,57070
109262,57070
109267,57070
109272,57070
109276,128608
109281,128608
109286,128608
109291,128608
109296,128608
109302,6889
109307,6889
109312,6889
109317,6889
109322,6889
109327,6889
109332,3434750
109337,57070
109342,57070
109347,57070
109352,72760
109357,72760
109362,56120
109367,56120
109373,689
109378,689
109384,689
109390,689
109395,689
109400,689
109406,689
109411,689
109416,689
109421,689
109426,689
109430,57070
109435,57070
109441,88945
109446,88945
109451,88945
109456,88945
109461,88945
109467,689
109472,689
109477,689
109482,689
109487,689
109492,689
109496,72760
109501,72760
109506,72760
109511,72760
109516,72760
109521,72760
109526,72760
109531,72760
109537,88945
109543,88945
109550,88945
109555,88945
109560,88945
109565,88945
109571,88945
109576,88945
109581,73647
109587,73647
109592,73647
109597,73647
109602,73647
109607,73647
109612,73647
109617,689
109622,689
109627,689
109632,689
109637,689
109642,689
109647,689
109652,689
109657,689
109662,689
109667,6889
109673,6889
109678,6889
109683,6889
109688,6889
109693,6889
109699,6889
109704,6889
109709,6889
109715,6889
109720,6889
109725,6889
109730,6889
109736,6889
109741,6889
109747,6889
109752,6889
109758,6889
109763,6889
109768,6889
109774,6889
109779,6889
109784,6889
109789,6889
109793,56120
109798,56120
109803,56120
109808,56120
109817,128608
109822,128608
109827,128608
109832,128608
109837,128608
109842,128608
109847,128608
109852,128608
109857,18522
109862,18522
109866,18522
109871,18522
109876,18522
109882,18522
109887,18522
109891,57070
109896,57070
109901,57070
109906,57070
109912,57070
109917,57070
109922,57070
109927,57070
109932,72760
109937,72760
109942,72760
109947,72760
109952,72760
109958,72760
109964,72760
109970,72760
109975,72760
109980,72760
109985,18522
109990,96802
109996,96800
110001,96800
110006,96799
110011,96798
110016,96797
110021,96797
110026,96793
110031,96791
110036,96791
110041,6889
110045,57070
110050,128608
110055,128608
110060,128608
110065,128608
110070,128608
110075,128608
110080,128608
110085,128608
110090,128608
110095,128608
110101,128608
110106,128608
110111,128608
110117,128608
110122,128608
110127,128608
110132,128608
110137,128608
110142,128608
110147,18522
110152,18522
110157,18522
110162,18522
110167,18522
110172,18522
110178,6889
110183,6889
110188,6889
110193,6889
110198,6889
110203,6889
110208,6889
110213,6889
110218,6889
110223,6889
110228,6889
110233,57070
110237,18522
110242,18522
110247,18522
110253,18522
110258,18522
110263,18522
110268,18522
110273,18522
110278,18522
110284,96727
110290,96726
110295,96724
110300,96722
110305,18522
110310,56120
110315,56120
110320,56120
110325,56120
110331,56120
110336,56120
110341,56120
110346,56120
110351,6889
110356,6889
110361,6889
110366,6889
110371,6889
110376,6889
110384,57070
110389,57070
110394,57070
110399,96685
110404,96684
110409,96684
110414,96683
110419,96681
110424,96680
110429,96679
110434,96676
110439,96675
110445,96671
110450,96670
110455,96668
110460,57070
110465,57070
110470,57070
110475,57070
110480,57070
110485,57070
110490,57070
110495,57070
110500,57070
110505,57070
110510,57070
110515,72760
110520,72760
110525,72760
110530,72760
110535,72760
110540,72760
110545,72760
110550,72760
110556,85083
110561,56120
110566,56120
110572,56120
110577,56120
110582,56120
110587,56120
110592,6889
110597,6889
110602,6889
110607,6889
110612,6889
110617,6889
110622,6889
110627,34548
110632,34548
110637,34548
110642,34548
110647,34548
110652,34548
110657,34548
110662,34548
110667,34548
110672,34548
110677,34548
110682,34548
110687,34548
110692,34548
110697,34548
110702,34548
110707,34548
110712,34548
110717,34548
110721,57070
110726,57070
110731,57070
110736,57070
110741,57070
110746,57070
110751,88945
110756,72760
110761,72760
110766,72760
110771,88945
110776,96307
110781,96305
110786,57070
110791,88945
110796,88945
110801,88945
110806,96292
110811,689
110816,689
110821,689
110826,689
110831,689
110836,689
110841,689
110846,689
110851,689
110856,689
110861,689
110866,689
110871,689
110876,34548
110881,34548
110886,34548
110891,34548
110895,57070
110900,57070
110905,57070
110910,57070
110915,57070
110920,57070
110925,57070
110930,57070
110935,57070
110940,57070
110945,57070
110950,57070
110955,57070
110960,57070
110965,57070
110970,88945
110975,88945
110980,88945
110985,88945
110990,88945
110995,88945
111000,88945
111005,88945
111010,88945
111015,88945
111020,88945
111025,88945
111030,72760
111036,128608
111041,128608
111046,128608
111051,128608
111056,128608
111061,128608
111066,128608
111071,96268
111076,96266
111081,96265
111086,128608
111093,34548
111098,34548
111103,34548
111108,34548
111113,34548
111117,72760
111123,72760
111128,72760
111134,72760
111139,72760
111144,72760
111149,72760
111154,72760
111159,72760
111164,72760
111169,72760
111174,72760
111179,72760
111184,72760
111189,72760
111194,19051
111199,6889
111204,6889
111209,6889
111214,6889
111219,6889
111224,6889
111229,6889
111234,6889
111239,6889
111244,6889
111249,6889
111254,6889
111259,6889
111264,88945
111269,72760
111274,72760
111279,72760
111284,72760
111289,72760
111295,72760
111300,72760
111305,72760
111310,72760
111316,72760
111321,72760
111327,72760
111332,72760
111337,72760
111342,72760
111347,72760
111352,72760
111357,72760
111362,72760
111367,72760
111373,72760
111378,72760
111383,72760
111388,72760
111393,72760
111398,72760
111403,128608
111409,128608
111414,128608
111420,128608
111425,88945
111432,56120
111437,57070
111443,18522
111448,88945
111453,88945
111459,88945
111465,88945
111470,88945
111475,88945
111480,88945
111485,88945
111490,88945
111496,88945
111501,88945
111506,88945
111511,88945
111516,88945
111521,88945
111526,88945
111531,88945
111536,88945
111541,88945
111546,88945
111552,88945
111557,88945
111562,88945
111567,88945
111572,88945
111577,88945
111582,34761
111585,18522
111590,18522
111595,18522
111600,18522
111605,18522
111610,18522
111615,18522
111620,18522
111625,34674
111630,72760
111635,72760
111640,96201
111645,96201
111650,96200
111655,96200
111660,96200
111665,96200
111670,96200
111675,96198
111680,96198
111685,96198
111690,96198
111695,96197
111700,96195
111705,18522
111710,18522
111715,18522
111720,18522
111725,56120
111730,72760
111735,72760
111740,72760
111745,72760
111750,72760
111755,72760
111760,72760
111765,72760
111770,72760
111775,72760
111780,72760
111785,72760
111790,72760
111795,72760
111800,72760
111805,72760
111810,72760
111815,72760
111820,72760
111825,72760
111830,72760
111835,72760
111840,72760
111845,72760
111850,72760
111855,72760
111860,72760
111865,72760
111870,72760
111875,72760
111880,72760
111886,72760
111891,72760
111896,72760
111901,34715
111906,18522
111911,18522
111917,18522
111922,18522
111927,18522
111932,18522
111937,18522
111942,18522
111947,18522
111952,18522
111957,18522
111962,18522
111967,18522
111972,18522
111977,18522
111983,18522
111988,18522
111993,18522
111998,18522
112003,18522
112008,6889
112013,6889
